Username,Published At,Likes,Replies,Comment
@jacksononditi8981,17/11/2020 05:49,0,0,"very sad indeed, what is happening in our society right under the watch of the institutions that are charged to protect these vulnerable souls."
@floraigokiterah1642,17/11/2020 05:17,0,0,THIS IS DEMONIC..
@haronkimani8485,17/11/2020 05:11,4,1,"Fred was lured to this deal with heavy cash, UNACCEPTABLE!!"
@daisybetut,17/11/2020 05:10,0,0,OMG ...
@margaretirungu8747,17/11/2020 05:08,1,0,May God protect our children.. My niece almost got kidnapped last month 😭😭😭😭😭😭😭
@africanlioness7095,17/11/2020 04:57,0,0,Why didn't you take that child with Anita...and why did you pay Fred that money? And why everyone exposed not out of this evil business and behind bars for life....you reporter are part of the problem I'm very disturbed why you left that child to be sold and you even use as your thumbnail....a year later and still in business...what? You used this documentary to gain more customers...just stop can't believe you said you are a Mother
@gyekyeappiahkubi8681,17/11/2020 04:51,0,0,"There was no arrest made in the video. What is the purpose of the investigation without any arrest, or was off the camera?"
@mikehardwick1446,17/11/2020 04:49,59,4,I really want to know the impact of this documentary on the criminals. Were they arrested? Was the baby Anita stole found? Please give us an update after you find out.
@ljkljk4694,17/11/2020 04:42,0,0,God bless you young lady.
@TOTM,17/11/2020 03:37,0,0,One minute into this video and a voice told me to stop watching. But I chose not to listen and now I have lost faith in humanity...again 😞
@roja7426,17/11/2020 03:27,0,0,It seems as though these perpetrators have never been charged for their crimes. A year later and the woman is still operating a “hospital”’ from a dingy hut. Corruption at best.
@winnieonchiri803,17/11/2020 03:08,0,0,This broke my heart  😪😷😢💔 innocent babies as a mom am just shuttered   ......
@janebaguette4424,17/11/2020 02:04,0,0,"This is so disturbing and sickening ....that baby that Anita sold to the highest bidder has left my heart in shreds....n   that the people in question are still thriving in their heinous business is heart breaking....the street mother  woiye....this story is so scary...am on night shift n i had to call home just to make sure my kids are safe.. my heart goes to all mum's who av lost their children, it must be so hard.
Thank you Njeri n your team for creating awareness."
@Bebedollie,17/11/2020 01:44,1,0,This is so sad💔 Not being rude but i wana know where the fathers of these children are? Why aint they helping look after them ?💔
@sue3300,17/11/2020 01:33,0,0,So what was the point of all this if that man wasn't arrested.?
@Iblongtohim,17/11/2020 01:16,0,0,What went wrong with African countries?? Why do we even have presidents? To grow fat and talk bullshit on camera??
@jameswalsh2427,17/11/2020 00:45,0,0,So sad. Charities and international governments providing assistance to Kenya should inform the local authorities that further assistance may be withdrawn unless this trade is taken more seriously.
@bjmartin6684,17/11/2020 00:38,69,8,"They are probably stealing these children for sacrificial purposes, something evil. For people to do that to their own countrymen is sad and very demonic."
@mohahmed6423,17/11/2020 00:30,0,1,Why didn't the reporter not involve the Authorities? Why just report such a thing and never involve the police i'm sure as wicked as the COPS are they are human when it comes to this kinds of things furthermore her husband is a well known man she would have used him to get 5 Cops to help her out.
@Al-bf1no,17/11/2020 00:27,32,3,WAKE UP PEOPLE.This is happening in lots of countries global problem discusting.💔
@financegirlke,17/11/2020 00:08,1,0,This Leparan should be arrested nkt
@ipLyricx,17/11/2020 00:06,0,0,"*if you love good music, then check mine* 🙏🎶"
@mwwm4575,16/11/2020 23:58,18,0,WHAT IN THE HANDMAIDS' TALEEE??!! This is disgusting
@mombasaproperty33,16/11/2020 23:58,1,1,"Mmmmmsh i don't trust BBC Documentaries after i saw one from south Africa,having said that child trafficking in Kenya it's vibrant but BBC is a scum"
@azita3,16/11/2020 23:42,0,0,"Very useless documentry 
After one year nothing happened. Everything is same. No one  arrested ."
@yahnessayisrael6777,16/11/2020 23:32,18,9,"These people are wicked, both the traffickers and the buyers (especially the barren women who are selfish). Unbelievable 🤦🏾‍♀️ Shame on this corrupted government of Kenya."
@jkn3042,16/11/2020 23:30,78,9,They could’ve saved that baby but they left her there. So the idea was just to expose them but not get them arrested? They got hard evidence. The police just let them go? I really find this very disturbing
@dorianadrianoleebraga744,16/11/2020 23:27,0,0,Anita looks as if she is dying of some disease
@evanmailu,16/11/2020 23:21,77,16,"I don't get it why after all this no one is arrested.. the moment fred took the money, should've be arrest immediately"
@mbenembene2841,16/11/2020 23:20,14,2,"I am angry at the reporter and the crew. They treat humans as devices for dramatic stories. You guys had the opportunity to bring in the police when Fred was paid 3000K. But you couldn't. Shame! Whats your social and ethical responsibility as the media? I am so dismayed. I really  underrate the entertainment tears from the reporter. This report is a free advert for baby sellers since it shows no consequences but rather the ease at which one can do the illicit business. In addition, im questioning the angle of the camera which is secretly filming. Seems there is a third person."
@posjaboateng5556,16/11/2020 23:16,7,3,What is the essence of this documentary and no single arrest was made.... how can you allow this rubbish ..
@ritaglover1734,16/11/2020 23:15,0,0,enough evidence to arrest Anita and Fred but they did not what is the point
@joseky254,16/11/2020 23:15,253,9,"Some people are ruthless, someone is saying he want a clean deal while doing dirty deal. They should rot in jail!!"
@g.k.6807,16/11/2020 23:14,33,7,This is not the only messed up situation that happens in Kenya. This documentary barely scratches the surface. :-)
@carscarscars587,16/11/2020 23:14,1,1,the kind of journalism we want
@lebogangbossjesusmatabolog4332,16/11/2020 23:13,0,0,How and why did u let that Anita thing leave with the baby with out at least having someone track her. I stopped watching after Anita disappeared and got a higher bid for the child. We really really live in a sick world. People like this deserve the death penalty we can not live with such people around us
@sithgasa2063,16/11/2020 23:07,40,8,My question is this Anita woman does not even seem to be living well what does she use the money for  because she looks  unkept herself
@milelegraphics5940,16/11/2020 23:03,1,0,Nimeboeka ju akuna mtu ameshikwa..nkt
@rsaha189,16/11/2020 23:02,2,0,"This is a joke , so much evidence and clear faces , yet no arrest ????"
@milelegraphics5940,16/11/2020 23:01,0,0,Sth just doesnt feel a hundred about this. Do di math.
@LingLee2013,16/11/2020 23:00,16,2,And nobody gets arrested...shocking? What was the point of the investigation again??? It’s beyond me🥺🥺
@sithgasa2063,16/11/2020 22:58,0,2,Does Kenya have death penalty  because l can see it put to use for good cause
@sandramorris7864,16/11/2020 22:56,0,0,"WTF was the point of this , if no arrest was made. Ridiculous"
@apap1950,16/11/2020 22:55,0,0,Heartbreaking💔💔💔💔 don't even know what to say..😞
@rdcs1959,16/11/2020 22:40,0,0,Looks like they(mom's) are selling them!
@cinnamonstar808,16/11/2020 22:39,1,0,OH LOOK!!  another negative story 🙄shocking
@inspirechess6176,16/11/2020 22:39,40,0,"Stealing a baby equals to stealing a whole generation and inflicting pain to the affected families. When I saw this kid 24:31 my heart sank, knowing a mother somewhere is going through hell.... May God help us. The police are busy collecting bribes instead of bringing hope to mothers like this  whose lives are shutting down."
@xabadkeysed9998,16/11/2020 22:35,0,0,Why u don't  arrest them ur the bad guys  too coz no 1 has been arrested
@chayums,16/11/2020 22:19,0,0,So no arrest was made?
@dominicmaina9746,16/11/2020 22:17,0,0,W seam to care about our properties more than our children...how can you take three children to childrens home and never follow up on documentstion...
@user-sc9wp5vb1r,16/11/2020 22:15,0,0,known offenders were allowed to walk free? They could have easily saved that little boy
@dominicmaina9746,16/11/2020 22:14,0,0,You have failed to tell us of Annita's chiled...did yoy find her?
@janemutegi5207,16/11/2020 22:13,1,0,We demand to know what happened or the whereabouts of the child anita  sold. We just watched a baby being sold and nothing was done about it...
@sandramorris7864,16/11/2020 22:08,1,0,She looks devilish. Assassination of the wound.  Soo Sad
@lucillesambo,16/11/2020 22:08,1,0,Take it easy with the ads
@kelayahyisrael6297,16/11/2020 22:06,1,0,"This is Bullsh..!
You did all this to show these bastards how you operate? And for what? Nobody's arrested or jailed. Even the illegal clinic still thrives in KENYA. Why didn't you wrestle her down the first time and take that baby she had stole? Too me your investigations are too soft. You and your officials not trying to stop this, you just advertising  to psychos where they can pay money and get a child. 
If you really want to help, get those mothers off the streets and train  them to become better protectors of their children.  Some will listen, at least those who love their children. Forget the police, they the ones who probably tipped anita off. And if you ever see Anita, WHOOP HER ASS!!! So bad she never want to see another baby again!
Teach the mothers!  This is bigger than Kenya police! Be guided by Our Almighty!"
@gracenjeri9369,16/11/2020 22:05,0,0,"My heart bleeds for that cute baby Anita stole and sold....what a rotten society! ...families robbed their identities ,some in pain for decades"
@KundaEstate,16/11/2020 21:56,3,0,Kenya is one of beautiful countries i ever travelled to but i hated the way they act like it has no government or leadership under operation.
@drillboss6664,16/11/2020 21:54,0,0,This is so heartbreaking. It pissed me of watching this
@magbenyo,16/11/2020 21:49,0,0,30 years is not enough. death by hanging is still not enough
@Ceecee90,16/11/2020 21:44,33,4,"I understand the BBC bringing awareness but what did I just watch?!why wasn’t this sent to the police and all the government departments?
Why wasn’t anyone arrested?
This was an investigation that lasted 1 year with no outcome!
You should have gotten the baby from Anita that very day.
I’m fuming!
I watch documentaries not for entertainment but to highlight issues and for something to be done about said issues."
@davidmuiru2235,16/11/2020 21:40,1,1,Over to you Kenya Police
@tkhcompany,16/11/2020 21:31,0,0,"Sooooo, no one is in prison??!!! 😡"
@MissFlorenceBeauty,16/11/2020 21:27,0,0,🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾
@willielastborn,16/11/2020 21:25,0,0,So why were the journalists not accompanied by police officers in their final deal with Fred??? How did they lose 300K in a shambolic deal and will they recover that?? Why would they tell him that they know he is involved in children trafficking yet they would have approached the police to arrest him?? I feel that the journalists failed to accomplish something that would have taught a lesson to many others.... Fred will now ask for a transfer or even resign from work meaning he can continue his business at Kisumu where no one will come looking for him. Anita is nowhere to be seen therefore the business continues. We have always  known that there's children trafficking in Kenya. What I thought this investigative piece would achieve is the arrest part.. The ending for me was a bit disappointing...
@ozmann,16/11/2020 21:25,0,0,I am really heartbroken. I would like to do something. Is there an NGO? 22:14 Their website doesn't work..
@kebo2155,16/11/2020 21:20,0,0,Duh this is Crazy.... 🇹🇿
@sophiadamary476,16/11/2020 21:20,5,1,My heart cries 😭 for that cute brown baby 🤱 who got abducted by Anita. So heartbreaking 💔
@Amillion66,16/11/2020 21:16,0,0,Aiiii so Fred just omokad with cash like that !!! .Then no arrests..nothing!. Aiiiii what is the point and how many tools has he sold in that year alone!!!
@fjmh3933,16/11/2020 20:58,8,1,"This is so heartbreaking.. 💔 The poor innocent children, and I feel so awful for the mothers.
I thank the BBC and these reporters for documentaries like this that being such important attention to such awful things we need to take more action on."
@Jiggalo252,16/11/2020 20:50,217,27,"This also happens in America. They just call them missing persons, and everything continues as normal."
@antoranjos3167,16/11/2020 20:48,0,0,Where are the police..?????Kenyans Deserve Better 😢
@beautyinthedark7406,16/11/2020 20:46,0,0,Anita should be stoned by all the women who’ve had their children stolen. The government is disgusting for turning a blind eye on the atrocities women and children have to endure.
@okunyujulu8463,16/11/2020 20:42,0,1,Poverty makes innocent people to be more evil and evil.
@charitynamana5495,16/11/2020 20:40,0,0,"So Fred got away with the crime and the money, I don't getl itl if the police were willing to arrest Anita why not use the same cops tonab Fredl as soon as he took the cash."
@VJMASTERMIND,16/11/2020 20:40,1,0,"Big up Njeri Mwangi, Nice investigation... To the world."
@isaacndaiga4346,16/11/2020 20:40,1,0,Such a sad ending. Can these culprits be brought to book ASAP? Only then will I get some relief.
@elizashiko3771,16/11/2020 20:38,0,0,"This is very sad, bt nothing goes unpunished there is a God, may the traffickers be caught aki"
@kjul.,16/11/2020 20:38,0,0,What are the kids being stolen for? Why? :/
@c.somoeyfancy,16/11/2020 20:29,3,0,"We are now waiting for the DCI Kenya to act on this.
Full evidence on the limelight."
@jeromefox2257,16/11/2020 20:23,0,0,The Sixth region should form battalions to infiltrate and destroy these organizations
@deejayteeofficial,16/11/2020 20:22,0,0,This is evil 😭😭😭
@estherkamugi6291,16/11/2020 20:16,2,0,"I'm shivering watching this as I reminisce how my baby boy got lost and later found him. This people will suffer and never have peace forever. Why make families cry over their little angels? Why? Why?
This MUST stop, even street children must be protected from this predators called child traffickers. 😢😢😢"
@gwaliwasarah2846,16/11/2020 20:14,1,0,Oh God let your kingdom come so soon we can’t live with this wickedness anymore
@lndlwmabuza,16/11/2020 20:09,0,0,"Lies all lies, BBC itself knows where these babies are being taken to. This documentary is just their way for hiding the truth, for us to think the babies are being bought by Kenyans elite for us to not find out why child trafficking is a multi billion dollar industry. Is there so many barren Kenyan elite that they need to steal babies in such numbers, come on. BBC, CNN, mainstream media all know the truth cause they are involved. Babies are being taken to Europe, to the Western world to the biggest bidder, for baby sacrifices, for satanic practices and organ trafficking."
@lazzybug007,16/11/2020 20:07,0,0,I just read the article today..it was just crazy..😭😭😭
@MohamedMohamed-kk2gk,16/11/2020 20:02,1,0,"people you keep asking why the were not arrested, even if they were arrested they will get out as soon as possible this is kenya it is one of the most corrupt countries in the world Kenya will easily make in the to 10 if not the top 5 of corrupt countries."
@teresiabell6742,16/11/2020 20:01,0,0,It's so sad no words to say. Ngai njega
@heatherbooth4217,16/11/2020 19:58,0,4,"Why the hell have there been no arrests?? Made me sick watching it. This certainly is a continental traversty. Kenya, do something."
@arellysritchieauthor,16/11/2020 19:57,4,0,"these culprits are not arrested because they are the workers of the real masterminds behind this illegal child trafficking, and these people bosses are those people in the government, they are the ones running every slave trade business in Africa and around the world, just like real powerful people are those in charge of the child trafficking in white countries, instead of BBC going around trying to paint Africa in a bad light they should try to investigate those in their own country!"
@yvonneadongo2304,16/11/2020 19:48,0,0,This is heartbreaking to watch!
@graceshee9924,16/11/2020 19:41,0,0,I can't 😢😢 this it too much.
@sbest06,16/11/2020 19:39,15,4,What's the point of going undercover if they're not going to be arrested and prosecuted?
@wangechigithakwa383,16/11/2020 19:31,0,0,so we just watched a baby getting sold and nothing was done? Anita walked away with someone's baby and nothing was done? i don't even want to talk about the guy from Mama Lucy..what was the purpose of this documentary...?watching this triggered so much hurt and anger. those perpetrators should have been apprehended
@vene4187,16/11/2020 19:28,0,0,So imagine the parents of the kid somewhere are seeing this video with their child as a practical set up statistics and maybe they might not see their kid again... Horrible
@monicamuka,16/11/2020 19:27,0,0,"Umm with the evidence they have....?!? Done nothing with it.. what’s the point of going undercover, If you do nothing with it.. he made the deal gave the child away and took the money 🙆🏻‍♀️🤦🏻‍♀️🤷🏻‍♀️ duhhh that’s more then enough to be arrested.. I’m not impressed at all.. I’m even more worried about the children now.. The traffickers are still on the streets or working in those clinics. Such a disappointing documentary!!!! 💔🤬 rubbish!!!!"
@estherg3669,16/11/2020 19:26,1,0,This is so wrong. Why this wickedness.
@kupaviola,16/11/2020 19:26,0,0,Adoption in European countries its very difficult.. your document just gave a way for those people in rich countries to come and now the value and number of kids who are going to get missing will increase. No arrests whatsoever 💔
@cytkl,16/11/2020 19:24,0,0,"Watoto wa Adrechrome ulaya, sacrifices etc . Wazazi chungeni watoto wenu. Kuna ndege ilishikwa Pia imejaa watoto weusi. Ilikuwa inaenda ulaya"
@maiviola7879,16/11/2020 19:24,0,0,That poor beautiful baby just gone but  Anita should have been dragged to the police station!😡
@abdouliejallow8206,16/11/2020 19:23,0,0,African government are useless
@ondrejfrancis1768,16/11/2020 19:23,0,0,This shit is so fuck up it appears in my conscious as being fake....Fucking sick ass humans
@ezydazet563,16/11/2020 19:17,0,0,Very sad . Great work Anasi and team
@fridahstephen3947,16/11/2020 19:14,0,0,"Waah!  It's horrific,  😔 and so inhumane"
@abixo2256,16/11/2020 19:13,0,0,waaahh i never knew this happened in my country.
@gladyssyombua3590,16/11/2020 19:12,0,0,so sad ...my country people
@essywambui42,16/11/2020 19:09,0,0,I still feel you had a good chance to save the  kid and have anita arrested
@falanqeeye5106,16/11/2020 19:08,0,0,Wah 300k for whole human life
@leahwanjeri142,16/11/2020 19:02,0,0,This is too sad .. to think no one was arrested
@omokaroojiire,16/11/2020 19:00,1,0,Nothing will change until you have the ability to enforce your laws and jail the traffickers.
@theomokgwathi3124,16/11/2020 18:59,0,0,I can’t believe you just let that Anita woman take that baby just like that 😏
@pepz100x,16/11/2020 18:55,0,0,Omg this poor baby
@kole1ful,16/11/2020 18:49,0,0,"HOW DO YOU CAUSE PAIN TO ANOTHER WOMAN TO HAVE YOUR OWN “JOY”??? 

There is a proverb in my language that says: “you don’t/can’t use the money of someone else’s tears to buy something of joy for yourself”

Those women buying the babies are disgusting"
@jamaatuu,16/11/2020 18:48,0,0,"Cry my beloved Kenya 🇰🇪. It’s so painful to watch this. I hope something will be done,since Hakuna Siri hapa."
@hettybl,16/11/2020 18:40,0,0,by god.....this is a tough one to watch!!!!!!!!!
@lucygathiira2595,16/11/2020 18:40,0,0,"Ati Fred want a clean deal
May God punish you!!! Anita ata hana afya anakufa!!!"
@angelinekado5939,16/11/2020 18:31,347,18,"This is truly heartbreaking. Losing a child, just like that, without a trace, is a parent's greatest fear. My heart weeps for all these moms, who have lost their children to human traffickers, and the young mothers who give birth and sell their children, for lack of the ability to take care and provide for their babies. That our society is so rotten and heartless to the innermost core is pathetic!"
@abdinooryare2004,16/11/2020 18:29,308,12,If a journalist can find all this evidence. How come the police have no idea they are busy with bribe.
@megnyamori9444,16/11/2020 18:29,11,0,This is just heartwreaking and sad what people do for money .God have mercy on us
@jdraful,16/11/2020 18:28,0,0,So heartbreaking💔
@ITISWHATITIS293,16/11/2020 18:26,0,0,They need to find ANITA AND DO WHAT NEEDS TO BE DONE💀 THAT SNAKE AT THE HOSPITAL💀 THAT TRASH THAT RUNS THAT HOME CLINIC💀 AND GOOD RIDDANCE✌
@omokaroojiire,16/11/2020 18:25,108,8,"These children are being used for ritual, adoption, but she didn't mention the latest, organ trafficking, and sex slaves to Westerners!!!"
@mimilove688,16/11/2020 18:22,6,5,Anita make thousands and she still looks like a walking zombie..... But why 😭😭😭😭😭.. machozi ya mama usiyapuuze
@applephiri,16/11/2020 18:15,7,0,"The tragedy is that without genuine will and effort to combat this, this information might make others think they too can gain from this horrific trade😪😥

God help those little souls🙌🏾"
@itsthevillager,16/11/2020 18:08,0,1,"Watching this is heart wrenching and painful. When did we as a society become so heartless, selfish and evil? 😳😭"
@amadujalloh4700,16/11/2020 18:04,9,0,People like Fred and Anita are the fuel for Hell Fire.
@amadujalloh4700,16/11/2020 18:04,1,0,People like Fred and Anita are the fuel for Hell Fire.
@bleu7734,16/11/2020 18:03,0,0,This is so horrible and I'm sure that they not really caring too much about really fun in her baby property the government police everybody got their hand in this spot right here the way poverty is over there they don't give a damn what you got stolen what you lost who has gotten killed it's such a pathetic way of human demise among our people
@samuelmaloba4939,16/11/2020 18:00,6,1,Despite having a lucrative business Anita looks miserable
@pns140,16/11/2020 17:57,16,4,Yeah he's still working in Mama Lucy...i can confirm that
@irenewakasa9146,16/11/2020 17:55,19,4,I was so anxious when Anita said the child would be picked up the following day. My anxieties were right. 😢😢😢
@LizzNjagah,16/11/2020 17:51,0,0,What a sad state of affairs.
@sylviahkinyanjui8180,16/11/2020 17:46,0,0,Omg it's so so sad 😔 Blessed the innocent children aki why do this 😓😥
@seannumwajnr1639,16/11/2020 17:38,0,0,So they lost the baby with Anita?
@evansmoinde4385,16/11/2020 17:36,0,1,I don't care who you guys are it's unfair to steal somebody's child even if  their are in streets. Man i just can't stop crying it's so unfair man.....
@simplygrace2035,16/11/2020 17:35,0,0,"Such a sad documentary.
I know of one lady who gave birth at Mama Lucy to a healthy baby only to be told that her baby boy had died but they were denied the body so they buried an empty box. We suspected the boy was sold and now this documentary confirms it. Very sad indeed."
@trishawanjiru,16/11/2020 17:34,95,2,So many missed opportunities to rescue the kids and have the traffickers and anyone else involved arrested 😤
@renataalexander3298,16/11/2020 17:33,0,0,"This sooo sad 😞,why this stilll  happening in 2020"
@sammykamau4575,16/11/2020 17:31,6,0,"That's the  Kenya for you, what most countries deem unimaginable to imagine that becomes the stock in trade in Kenya. Ranging from corrupt leadership to  corrupt citizenry that's the price to pay for our heinousness and nefariousness."
@odongonicholas1569,16/11/2020 17:29,0,0,"This is an absolute heartbreak. What has become of humanity?! This is not just a failure in the implementation of the laws that protect children, it's an exhibition of how animosity has left the animals and entered humans, while humanity leaves humans to the animals."
@weneedaunitedstatesofafric6108,16/11/2020 17:15,0,0,BBC Eye goes undercover once more
@evansmoinde4385,16/11/2020 17:14,0,1,"Am speechless on what am seeing, hearing and imagining what these mothers go through. Just a day without my children i cant stay focused and calm. But what these mother are going through is hard to comprehend and inhumane. May God Almighty do not give these traffickers peace until they return back these babies."
@exponentialpotent254,16/11/2020 17:13,0,0,"I have a strong haunch there's a wider network, possibly involving rogue police officers, some of whom you may have unknowingly interacted with and they could have tipped Anita of the impending bust. Sad!!"
@tashairene7655,16/11/2020 17:02,1,0,the fred part looks fake...how do you  give someone 300k hivo  tu??...and you  don't arrest him to get the money back??...
@winnieelaine8592,16/11/2020 16:57,14,0,"It's heartbreaking that that baby just slipped away like that😭. What if someone tipped Anita off? Yaay please find that Anita idiot asap, save that little 5 months baby please."
@eunicemonyenye7515,16/11/2020 16:55,47,6,The day fred was given 300k is the day he was to be arrested.
@sesamemusic7091,16/11/2020 16:51,2,0,God have mercy💔
@norstoneus1,16/11/2020 16:48,0,1,what about the police.. this people should be arrested ..one more day out there is a risk.. total nightmare
@oumabaros,16/11/2020 16:46,1,1,"my Kenya!..sad!..as usual, nothing will happen!..welcome to Africa!"
@paulrukwaro1751,16/11/2020 16:46,0,0,"I knew Mama Lucy hospital is rotten after I once visited there for medication, but I didn't know that it is to this level. I hope all these monsters are brought to swift justice."
@sjoyceboyer4719,16/11/2020 16:45,0,1,"Again? Slavery wasn't enough, you're back again?"
@emdolo,16/11/2020 16:28,3,1,Shame on the government and people of Kenya...
@lafemmerowena,16/11/2020 16:14,0,0,45 k??? aJAMANI!!!!!!! SHETANI WEWEEEE!!!!
@usingThaForce,16/11/2020 16:06,0,0,Thats sad. Beat Anita ass
@sulwenyanam375,16/11/2020 15:56,0,0,"Why weren't the investigating authorities involved in this process so that the culprits could be apprehended legitimately? Were the investigations of the Kenya Children's Welfare scandals and the horrid heads ever completed? That wicked woman who was experimenting on children is still in charge, isn't she?  What about the multiple children's homes that have been headed and overseen by shady people? What kind of country is this that truly is indifferent to the plight of its little ones? Is there any resolution for the multiple disasters hitting our country? Do we have a leadership in place? What happened to us, Kenyans? What happened to us? Have we no men or women with a soul left in this land? The Fred's and Anita's exist to fill a massive and real gap made worse by punitive bureaucracy. It is in the interest of the country to make it possible for children in need of a home, and parents in need of a child to encounter each other transparently. Making things difficult just moves things dangerously underground. We have scholars and thinkers around who specialise in these matters. Let's find a far-reaching, human solution please."
@glorytoyahzulu6229,16/11/2020 15:49,32,1,Unfinished business. Not worthy repotting if criminals are left alone to continue with their crimes
@chaishamakola9663,16/11/2020 15:49,26,2,"What scares me the most is that it's people in higher places,, powerful people..that are behind child/human trafficking. Governments will not save us..no one is going to save us. 😭😭💔💔I hate it here."
@justineoable,16/11/2020 15:45,0,0,This made me so sad 😥
@njurus,16/11/2020 15:39,1,0,"This is really crazy 😢 😢 why wouldn't the reporters involve cops in the case of Fred!

Anita is not human I would be scared of her as well. I hope the kid will be reunited with their family again."
@milaniinalim3357,16/11/2020 15:26,0,0,They are all connected and rotten to the core!
@sylviahkuria8018,16/11/2020 15:20,0,0,Why wasnt fred arrested???
@violetwaceke1243,16/11/2020 15:17,0,0,Please update us on the outcome  .......
@classarealestatecojamaica,16/11/2020 15:15,0,0,what is worst..selling the baby or if the mother had an abortion
@Nana_Gyamfuaa,16/11/2020 15:15,18,5,"This is a bad documentary,
They had all these evidence but didn’t bother to get the police involve earlier enough"
@pablomills1901,16/11/2020 15:13,0,0,in fact  Africa is bleeding with all manner of absurdity and wicked act. please it remain my countries Nigeria and Ghana full of Dissimulation.
@MAYWAHITO,16/11/2020 15:10,13,5,"You should have gone with cops to arrest Fred...I hate the way this documentary ends..,,,,"
@terrywanjiku4964,16/11/2020 14:49,129,3,This is too disheartening. The fact that the culprits are walking scot-free is infuriating 💔
@roselynwaringa1240,16/11/2020 14:48,1,0,I feel bad for that baby who was with Anita why couldn't they not arrest Anita in the first place.... Woishe beautiful girl I hope she wasn't bought for sacrifice😭😭😭😭😭
@sgreeni,16/11/2020 14:45,0,4,"Where are the children's fathers and extended families?  I thought Kenya was doing good by their citizens, so sad."
@njukimaregwa9179,16/11/2020 14:43,0,0,https://youtu.be/jCH4V7sNbak
@kevinmaingi216,16/11/2020 14:43,0,0,And I hope they are caught...they should be arrested
@yahyemahamed9011,16/11/2020 14:40,0,0,"first move families and children from street. 
second punish criminals harder. 
criminals have no emotions and this video won’t solve much."
@marywambui1556,16/11/2020 14:30,0,0,huyo anita ni kuua tu
@woollyzizi2356,16/11/2020 14:26,0,0,"This is very poor journalism, how can you do a foolish thing like this ? what was the use of doing this investigation, when it will lead to nowhere? This journalist is only doing this for a show, imagine the time this investigations started ,how many babies have been sold? I was thinking as a journalist you will with all these hard evidence, bring the attention of the government in so that they will stop all these wickedness. Am shock that in the end ,no one was arrested and business goes on as usual. This is the most crazy journalist i have come across."
@shikuanne,16/11/2020 14:24,0,0,Pedogate fam.... Wake up! It's global!
@midnightvelvet8077,16/11/2020 14:22,0,2,I'm married 8 years and I don't have a child. I would kidnap a child to give him or her a better life
@MAYWAHITO,16/11/2020 14:19,0,0,Why do I feel this babys face should have been lakini????
@njeriann5632,16/11/2020 14:17,2,0,"Why? Why? Why? I now fear human being than any other living creature! Ooh God! To make it worse, those involved in trafficking are women! But why!!!!! 😭😭😭😭😭😭. Indeed this world is evil."
@billionairesltd2178,16/11/2020 14:16,5,2,but politicians busy beating the useless drums of BBI while poverty keeps on oncreasing and its effects felt wide
@Nana_Gyamfuaa,16/11/2020 14:08,52,7,They made a very big mistake with the baby Anita had. Why even leave the baby with anita( a woman who is an heavy drug addict and sells babies) they should have brought the police right away and not have left. I hope the baby is safe 🙏🏾.
@kensom8796,16/11/2020 14:06,0,0,The background music is irritating..
@jeffreymenear4528,16/11/2020 14:02,0,1,Why are BBC reporters not sharing their  evidence with the police?
@millenniumpundit2875,16/11/2020 13:58,0,0,Damn shocking!
@kiki1978ify,16/11/2020 13:49,1,1,Some of these kids are sold for organ harvesting and blood sacrifices this is a wicked world indeed
@cammyokinda1735,16/11/2020 13:48,1,0,"My sister once told me that my former friend of 15yrs ago nowadays she is into business of stealing kids and selling in Uganda, I was but I wish I had away to investigate it and let police know"
@monienjeri3042,16/11/2020 13:40,0,0,So sad aki..
@TotoyosJoeMoist,16/11/2020 13:38,31,1,I feel so angry that Anita is still in the streets
@beatricekabaka7888,16/11/2020 13:28,19,1,What happened to humanity.....Human beings are turning into monsters.
@toniemunene,16/11/2020 13:26,38,5,No responsible govt agency responded? Whas this just for entertainment? Shocking.sad
@ArnoldMakumba,16/11/2020 13:26,68,9,"This is wikckedness. Surely, the love of money is the root of all evil."
@andrewmbuvi5804,16/11/2020 13:25,0,0,OMG
@evanceodenyaagoro9382,16/11/2020 13:24,0,0,"Fuck!!!!!!!
We must do something to stop this....
Traumatizing it is"
@labkone3921,16/11/2020 13:24,21,5,When they said the children are used for sacrifices my heart sank
@harrisonmukuna7992,16/11/2020 13:20,0,0,"MONEY CAN BUY LIFE BUT NEVER HAPPINESS.
FRED KNEW TRUST IS A DANGEROUS GAME, BUST STILL GAVE IN. See his LIFE?"
@traciepratte3983,16/11/2020 13:13,1,0,"😭😭😭 the desperate nature of the people due to poverty is so extreme. Survival is  everyday in the forefront of their minds. The sadness is so heartbreaking to any living heartfelt human. The sadness they feel is lifelong and can destroy their will to live, even after having more kids it doesn't matter the pain doesn't subside in a situation of never knowing what happened to your child. Guilt sets in and eats up any life within them. I can imagine this to be the worst feeling EVER."
@GamerZz-yk3mf,16/11/2020 13:04,0,0,Nice movie nice acting congrats 😒
@elijahkasweshi4480,16/11/2020 12:56,0,0,Do you know who stole your child? Well gaddame obviously she doesn't know
@j.g.c.2494,16/11/2020 12:43,1,0,africa is a mess.
@erkuzaoner247,16/11/2020 12:41,0,0,Should've just shot him at the gate
